,x,y,x
0,-52.21882588480366,183.8811105552595,0.6465547513937819
1,-52.484425884787925,183.9436105552595,0.6085547513937835
2,-52.734425884787925,184.0061105552595,0.6335547513937819
3,-52.984425884787925,184.1311105552595,0.6445547513937829
4,-53.21882588480366,184.1936105552595,0.6755547513937818
5,-54.3282258847903,184.5061105552595,0.6785547513937821
6,-53.297025884792674,184.1311105552595,0.6415547513937829
7,-53.06262588477693,184.0686105552595,0.6755547513937818
8,-52.84382588480366,184.0061105552595,0.6185547513937832
9,-53.547025884792674,182.9436105552595,0.6805547513937826
10,-53.6407258847903,182.9436105552595,0.6705547513937828
11,-53.422025884792674,182.8811105552595,0.6415547513937829
12,-53.984425884787925,181.8186105552595,0.6535547513937834
13,-54.21882588480366,181.8811105552595,0.6665547513937833
14,-54.297025884792674,181.8186105552595,0.6515547513937827
15,-54.06262588477693,181.7561105552595,0.6785547513937821
16,-53.8282258847903,181.6936105552595,0.6665547513937833
17,-34.9532258847903,175.1936105552595,5.436554751393783
18,-34.547025884792674,175.0686105552595,5.574554751393783
19,-34.1407258847903,174.9436105552595,5.576554751393783
20,-34.0782258847903,174.9436105552595,3.577554751393783
21,-54.06262588477693,180.4436105552595,0.6315547513937831
22,-54.297025884792674,180.5061105552595,0.6385547513937828
23,-54.53132588480366,180.6311105552595,0.6705547513937828
24,-54.7657258847903,180.6936105552595,0.6665547513937833
25,-54.62512588477693,180.5686105552595,0.6355547513937827
26,-54.3907258847903,180.5061105552595,0.6305547513937819
27,-38.00012588477693,173.6936105552595,5.2385547513937825
28,-54.75012588477693,179.3186105552595,0.6475547513937832
29,-55.00012588477693,179.4436105552595,0.6335547513937819
30,-55.234425884787925,179.5061105552595,0.6365547513937821
31,-56.31262588477693,179.8811105552595,0.6185547513937832
32,-55.297025884792674,179.4436105552595,0.6485547513937826
33,-55.0782258847903,179.3811105552595,0.6125547513937829
34,-54.84382588480366,179.3186105552595,0.6275547513937818
35,-38.25012588477693,173.6936105552595,3.512554751393783
36,-21.48442588478792,168.00611055525948,4.915554751393782
37,-55.6407258847903,178.3186105552595,0.6205547513937821
38,-55.8907258847903,178.3811105552595,0.5835547513937831
39,-56.93762588477693,178.7561105552595,0.5785547513937823
40,-55.71882588480366,178.2561105552595,0.6115547513937818
41,-55.484425884787925,178.1936105552595,0.6195547513937827
42,-55.25012588477693,178.1311105552595,0.6035547513937827
43,-55.8282258847903,177.0061105552595,0.5925547513937834
44,-56.09382588480366,177.0686105552595,0.5605547513937834
45,-56.3282258847903,177.1311105552595,0.5595547513937822
46,-56.40632588480366,177.1311105552595,0.5605547513937834
47,-56.172025884792674,177.0686105552595,0.5545547513937832
48,-27.968825884803664,167.50611055525948,4.434554751393782
49,-8.187625884776935,160.88111055525948,0.07955475139378265
50,-56.734425884787925,175.9436105552595,0.5355547513937831
51,-58.047025884792674,176.3811105552595,0.4735547513937828
52,-56.81262588477693,175.9436105552595,0.5615547513937829
53,-56.59382588480366,175.8811105552595,0.5115547513937829
54,-27.48442588478792,166.00611055525948,4.2995547513937815
55,-2.234425884787925,157.56861055525948,0.05255475139378252
56,-56.9532258847903,174.6936105552595,0.4605547513937829
57,-57.18762588477693,174.7561105552595,0.49555475139378297
58,-57.43762588477693,174.8811105552595,0.5015547513937824
59,-57.50012588477693,174.8186105552595,0.4505547513937822
60,-57.2657258847903,174.7561105552595,0.4905547513937822
61,-57.03132588480366,174.6936105552595,0.4985547513937822
62,-56.797025884792674,174.5686105552595,0.5025547513937827
63,-56.547025884792674,174.5061105552595,0.5145547513937823
64,-27.00012588477693,164.50611055525948,4.417554751393783
65,-18.78132588480366,160.63111055525948,4.277554751393782
66,-57.28132588480366,173.4436105552595,0.4405547513937824
67,-57.53132588480366,173.5061105552595,0.4855547513937823
68,-57.75012588477693,173.6311105552595,0.5865547513937832
69,-57.984425884787925,173.6936105552595,0.5975547513937824
70,-57.8282258847903,173.5686105552595,0.5835547513937831
71,-57.59382588480366,173.5061105552595,0.5655547513937824
72,-57.37512588477693,173.4436105552595,0.4455547513937823
73,-26.468825884803664,162.94361055525948,4.153554751393783
74,10.59367411519634,150.56861055525948,0.001554751393782361
75,-57.90632588480366,172.3186105552595,0.5915547513937822
76,-58.1407258847903,172.3811105552595,0.5885547513937821
77,-58.3907258847903,172.5061105552595,0.5875547513937827
78,-59.484425884787925,172.8186105552595,0.617554751393782
79,-57.40632588480366,171.9436105552595,8.114554751393781
80,-58.4532258847903,172.4436105552595,0.5835547513937831
81,-58.21882588480366,172.3811105552595,0.6075547513937822
82,-57.984425884787925,172.2561105552595,0.5685547513937825
